day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
4;0;SQUID_INK;1929;1;1928;28;;;1931;2;1932;26;;;1930.0;0.0
4;0;CROISSANTS;4296;136;;;;;4297;41;4298;95;;;4296.5;0.0
4;0;JAMS;6446;95;6445;177;;;6447;95;6448;177;;;6446.5;0.0
4;0;VOLCANIC_ROCK_VOUCHER_10000;34;17;;;;;35;17;;;;;34.5;0.0
4;0;KELP;2037;1;2036;28;;;2040;28;;;;;2038.5;0.0
4;0;VOLCANIC_ROCK_VOUCHER_10250;2;17;;;;;3;17;;;;;2.5;0.0
4;0;DJEMBES;13372;21;13371;32;;;13373;53;;;;;13372.5;0.0
4;0;VOLCANIC_ROCK_VOUCHER_10500;0;17;;;;;2;17;;;;;1.0;0.0
4;0;VOLCANIC_ROCK_VOUCHER_9750;186;17;;;;;187;17;;;;;186.5;0.0
4;0;PICNIC_BASKET1;58330;2;58329;15;58328;21;58339;2;58340;15;58341;21;58334.5;0.0
4;0;PICNIC_BASKET2;30129;17;30128;21;;;30134;2;30135;36;;;30131.5;0.0
4;0;VOLCANIC_ROCK_VOUCHER_9500;421;17;;;;;422;17;;;;;421.5;0.0
4;0;RAINFOREST_RESIN;9992;26;;;;;10008;26;;;;;10000.0;0.0
4;0;MAGNIFICENT_MACARONS;795;16;793;15;787;26;803;8;812;26;818;15;799.0;0.0
4;0;VOLCANIC_ROCK;9920;136;9919;49;;;9922;185;;;;;9921.0;0.0
4;100;VOLCANIC_ROCK_VOUCHER_9500;420;19;;;;;421;19;;;;;420.5;0.0
4;100;RAINFOREST_RESIN;9992;25;;;;;10008;25;;;;;10000.0;0.0
4;100;VOLCANIC_ROCK_VOUCHER_10250;2;19;;;;;3;19;;;;;2.5;0.0
4;100;SQUID_INK;1924;1;1923;25;;;1927;26;;;;;1925.5;0.0
4;100;VOLCANIC_ROCK;9919;101;9918;42;;;9920;101;9921;42;;;9919.5;0.0
4;100;VOLCANIC_ROCK_VOUCHER_10500;0;19;;;;;2;19;;;;;1.0;0.0
4;100;CROISSANTS;4296;98;;;;;4297;48;4298;50;;;4296.5;0.0
4;100;MAGNIFICENT_MACARONS;789;20;786;18;780;25;797;10;805;25;811;18;793.0;0.0
4;100;VOLCANIC_ROCK_VOUCHER_10000;32;19;;;;;33;19;;;;;32.5;0.0
4;100;JAMS;6445;155;;;;;6447;155;;;;;6446.0;0.0
4;100;DJEMBES;13373;65;;;;;13374;65;;;;;13373.5;0.0
4;100;KELP;2036;26;;;;;2040;26;;;;;2038.0;0.0
4;100;VOLCANIC_ROCK_VOUCHER_9750;184;19;;;;;185;19;;;;;184.5;0.0
4;100;PICNIC_BASKET1;58329;1;58328;18;58327;20;58338;1;58339;18;58340;20;58333.5;0.0
4;100;PICNIC_BASKET2;30129;1;30128;38;;;30134;19;30135;20;;;30131.5;0.0
4;200;MAGNIFICENT_MACARONS;787;10;784;15;778;21;791;6;795;5;803;21;789.0;0.0
4;200;DJEMBES;13372;71;;;;;13373;71;;;;;13372.5;0.0
4;200;VOLCANIC_ROCK_VOUCHER_10500;0;15;;;;;2;15;;;;;1.0;0.0
4;200;VOLCANIC_ROCK_VOUCHER_9750;183;15;;;;;184;15;;;;;183.5;0.0
4;200;PICNIC_BASKET1;58324;15;58323;26;;;58335;15;58336;26;;;58329.5;0.0
4;200;CROISSANTS;4296;108;;;;;4297;108;;;;;4296.5;0.0
4;200;PICNIC_BASKET2;30128;41;;;;;30134;15;30135;26;;;30131.0;0.0
4;200;VOLCANIC_ROCK_VOUCHER_9500;420;15;;;;;421;15;;;;;420.5;0.0
4;200;SQUID_INK;1927;21;;;;;1930;21;;;;;1928.5;0.0
4;200;VOLCANIC_ROCK_VOUCHER_10000;34;15;;;;;35;15;;;;;34.5;0.0
