day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;0;RAINFOREST_RESIN;9998;1;9995;30;;;10005;30;;;;;10001.5;0.0
0;0;DJEMBES;13493;72;;;;;13494;72;;;;;13493.5;0.0
0;0;CROISSANTS;4321;111;;;;;4322;111;;;;;4321.5;0.0
0;0;JAMS;6631;210;;;;;6633;210;;;;;6632.0;0.0
0;0;KELP;2028;30;;;;;2032;30;;;;;2030.0;0.0
0;0;SQUID_INK;1968;30;;;;;1971;30;;;;;1969.5;0.0
0;0;PICNIC_BASKET1;59223;19;59222;24;;;59234;19;59235;24;;;59228.5;0.0
0;0;PICNIC_BASKET2;30502;43;;;;;30508;19;30509;24;;;30505.0;0.0
0;100;DJEMBES;13492;66;;;;;13494;66;;;;;13493.0;0.0
0;100;SQUID_INK;1969;4;1967;31;;;1971;31;;;;;1970.0;0.0
0;100;PICNIC_BASKET1;59223;13;59222;20;;;59233;1;59234;32;;;59228.0;0.0
0;100;CROISSANTS;4321;147;;;;;4322;52;4323;95;;;4321.5;0.0
0;100;JAMS;6631;95;6630;170;;;6632;95;6633;170;;;6631.5;0.0
0;100;PICNIC_BASKET2;30501;33;;;;;30507;13;30508;20;;;30504.0;0.0
0;100;KELP;2030;4;2028;31;;;2032;31;;;;;2031.0;0.0
0;100;RAINFOREST_RESIN;9996;1;9995;30;;;10002;6;10004;1;10005;30;9999.0;0.0
0;200;SQUID_INK;1966;1;1965;21;;;1969;22;;;;;1967.5;0.0
0;200;PICNIC_BASKET1;59232;4;59227;1;59226;35;59237;1;59238;35;;;59234.5;0.0
0;200;PICNIC_BASKET2;30504;4;30502;15;30501;21;30507;1;30508;35;;;30505.5;0.0
0;200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;0.0
0;200;CROISSANTS;4321;152;;;;;4322;53;4323;99;;;4321.5;0.0
0;200;JAMS;6631;282;;;;;6633;282;;;;;6632.0;0.0
0;200;DJEMBES;13493;21;13492;40;;;13494;61;;;;;13493.5;0.0
0;200;KELP;2029;1;2028;21;;;2032;22;;;;;2030.5;0.0
0;300;SQUID_INK;1965;25;;;;;1968;25;;;;;1966.5;0.0
0;300;PICNIC_BASKET1;59224;2;59223;11;59222;29;59233;2;59234;11;59235;29;59228.5;0.0
0;300;CROISSANTS;4321;128;;;;;4322;128;;;;;4321.5;0.0
0;300;JAMS;6631;218;;;;;6633;218;;;;;6632.0;0.0
0;300;PICNIC_BASKET2;30499;2;30498;40;;;30504;2;30505;40;;;30501.5;0.0
0;300;KELP;2029;25;;;;;2032;25;;;;;2030.5;0.0
0;300;RAINFOREST_RESIN;9996;2;9995;23;;;9998;3;10004;2;10005;23;9997.0;0.0
0;300;DJEMBES;13493;29;13492;40;;;13494;69;;;;;13493.5;0.0
0;400;RAINFOREST_RESIN;9998;5;9996;2;9995;23;10004;2;10005;23;;;10001.0;0.0
0;400;CROISSANTS;4321;118;;;;;4322;118;;;;;4321.5;0.0
0;400;JAMS;6631;269;;;;;6633;269;;;;;6632.0;0.0
0;400;DJEMBES;13493;25;13492;37;;;13494;62;;;;;13493.5;0.0
0;400;KELP;2029;2;2028;23;;;2030;6;2032;25;;;2029.5;0.0
0;400;SQUID_INK;1966;25;;;;;1968;6;1969;25;;;1967.0;0.0
0;400;PICNIC_BASKET1;59226;2;59225;13;59224;25;59235;2;59236;13;59237;25;59230.5;0.0
0;400;PICNIC_BASKET2;30503;2;30502;38;;;30508;2;30509;38;;;30505.5;0.0
0;500;DJEMBES;13493;65;;;;;13494;30;13495;35;;;13493.5;0.0
0;500;SQUID_INK;1966;24;;;;;1970;24;;;;;1968.0;0.0
0;500;PICNIC_BASKET1;59229;2;59228;46;;;59239;2;59240;46;;;59234.0;0.0
0;500;CROISSANTS;4321;98;;;;;4322;98;;;;;4321.5;0.0
0;500;JAMS;6631;163;;;;;6633;163;;;;;6632.0;0.0
0;500;PICNIC_BASKET2;30504;2;30503;46;;;30509;18;30510;30;;;30506.5;0.0
0;500;KELP;2028;24;;;;;2031;24;;;;;2029.5;0.0
0;500;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;0.0
0;600;SQUID_INK;1965;26;;;;;1968;26;;;;;1966.5;0.0
0;600;PICNIC_BASKET1;59234;2;59233;13;59232;21;59243;2;59244;13;59245;21;59238.5;0.0
0;600;PICNIC_BASKET2;30508;15;30507;21;;;30513;2;30514;34;;;30510.5;0.0
0;600;RAINFOREST_RESIN;9996;2;9995;24;;;10002;9;10004;2;10005;24;9999.0;0.0
0;600;CROISSANTS;4321;109;;;;;4323;109;;;;;4322.0;0.0
0;600;JAMS;6632;69;6631;163;;;6633;69;6634;163;;;6632.5;0.0
0;600;DJEMBES;13493;67;;;;;13494;67;;;;;13493.5;0.0
0;600;KELP;2028;26;;;;;2031;26;;;;;2029.5;0.0
0;700;SQUID_INK;1967;32;;;;;1970;27;;;;;1968.5;0.0
0;700;PICNIC_BASKET1;59241;5;59236;16;59235;20;59247;16;59248;20;;;59244.0;0.0
0;700;CROISSANTS;4321;126;;;;;4322;52;4323;74;;;4321.5;0.0
0;700;JAMS;6631;260;;;;;6633;260;;;;;6632.0;0.0
0;700;PICNIC_BASKET2;30508;5;30505;36;;;30511;16;30512;20;;;30509.5;0.0
0;700;KELP;2029;5;2028;27;;;2032;27;;;;;2030.5;0.0
0;700;RAINFOREST_RESIN;9998;7;9995;27;;;10005;27;;;;;10001.5;0.0
0;700;DJEMBES;13493;56;;;;;13494;56;;;;;13493.5;0.0
0;800;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;0.0
0;800;CROISSANTS;4321;94;;;;;4323;94;;;;;4322.0;0.0
0;800;JAMS;6631;195;;;;;6633;195;;;;;6632.0;0.0
0;800;DJEMBES;13493;72;;;;;13494;72;;;;;13493.5;0.0
0;800;KELP;2028;26;;;;;2032;26;;;;;2030.0;0.0
0;800;PICNIC_BASKET1;59236;10;59235;30;;;59247;10;59248;30;;;59241.5;0.0
0;800;SQUID_INK;1967;26;;;;;1970;26;;;;;1968.5;0.0
0;800;PICNIC_BASKET2;30505;40;;;;;30511;10;30512;30;;;30508.0;0.0
0;900;DJEMBES;13493;67;;;;;13494;67;;;;;13493.5;0.0
0;900;PICNIC_BASKET1;59238;2;59237;20;59236;26;59247;2;59248;20;59249;26;59242.5;0.0
0;900;SQUID_INK;1966;29;;;;;1970;29;;;;;1968.0;0.0
0;900;KELP;2029;29;;;;;2032;29;;;;;2030.5;0.0
0;900;CROISSANTS;4321;94;;;;;4322;38;4323;56;;;4321.5;0.0
0;900;JAMS;6631;168;;;;;6633;168;;;;;6632.0;0.0
0;900;PICNIC_BASKET2;30504;22;30503;26;;;30510;48;;;;;30507.0;0.0
0;900;RAINFOREST_RESIN;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;0.0
0;1000;PICNIC_BASKET1;59234;2;59233;16;59232;19;59243;2;59244;16;59245;19;59238.5;0.0
0;1000;SQUID_INK;1967;28;;;;;1970;28;;;;;1968.5;0.0
0;1000;PICNIC_BASKET2;30503;18;30502;19;;;30509;18;30510;19;;;30506.0;0.0
0;1000;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;0.0
0;1000;KELP;2029;28;;;;;2032;28;;;;;2030.5;0.0
0;1000;CROISSANTS;4321;122;;;;;4322;55;4323;67;;;4321.5;0.0
0;1000;JAMS;6631;242;;;;;6632;67;6633;175;;;6631.5;0.0
0;1000;DJEMBES;13493;69;;;;;13494;69;;;;;13493.5;0.0
0;1100;PICNIC_BASKET1;59233;2;59232;16;59231;16;59242;2;59243;16;59244;16;59237.5;0.0
0;1100;SQUID_INK;1968;31;;;;;1971;25;;;;;1969.5;0.0
0;1100;KELP;2029;31;;;;;2032;25;;;;;2030.5;0.0
0;1100;CROISSANTS;4321;160;;;;;4322;61;4323;99;;;4321.5;0.0
0;1100;JAMS;6631;99;6630;116;;;6632;99;6633;116;;;6631.5;0.0
0;1100;PICNIC_BASKET2;30504;18;30503;16;;;30509;2;30510;32;;;30506.5;0.0
0;1100;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;0.0
0;1100;DJEMBES;13493;16;13492;49;;;13494;65;;;;;13493.5;0.0
0;1200;RAINFOREST_RESIN;9998;9;9996;2;9995;28;10004;2;10005;28;;;10001.0;0.0
0;1200;KELP;2030;8;2029;30;;;2033;30;;;;;2031.5;0.0
0;1200;CROISSANTS;4321;113;;;;;4322;113;;;;;4321.5;0.0
0;1200;JAMS;6631;73;6630;185;;;6632;73;6633;185;;;6631.5;0.0
0;1200;DJEMBES;13493;67;;;;;13494;67;;;;;13493.5;0.0
0;1200;PICNIC_BASKET1;59232;2;59231;13;59230;24;59241;2;59242;13;59243;24;59236.5;0.0
